"gene","GO_terms"
"CUL1",13
"DNAJB6",19
"EZH2",148
"KRBA1",0
"LMBR1",8
"MNX1",8
"NOM1",10
"PDIA4",0
"PTPRN2",10
"RNF32",0
"TAS2R41",0
"UBE3C",0
"ZNF212",4
"ZNF282",0
"ZNF398",2
"ZNF425",0
"ZNF467",0
"ZNF746",2
"ZNF777",0
"ZNF786",2
"TSPYL5",17
"MRGPRX1",1
"MRGPRX2",19
"PTPN5",3
"TMEM86A",0
"BOP1",3
"CCDC166",0
"CYC1",2
"DGAT1",2
"EPPK1",23
"EXOSC4",10
"FBXL6",0
"GPAA1",0
"GRINA",9
"HSF1",116
"MAF1",2
"MAPK15",48
"MROH1",0
"NRBP2",12
"OPLAH",0
"PARP10",15
"PLEC",68
"PUF60",1
"RB1CC1",40
"SCRIB",87
"SCRT1",3
"SHARPIN",15
"SLC52A2",3
"SPATC1",0
"TMEM249",1
"ZNF707",0
"KATNAL1",0
"SLC7A1",30
"UBL3",0
"ACADSB",0
"BUB3",15
"C10orf88",0
"CPXM2",0
"FAM24A",0
"GPR26",0
"HMX2",15
"HMX3",11
"IKZF5",3
"PSTK",0
"TUBA3C",5
"GSG1L",4
"SYT17",24
"ANP32A",3
"CT62",0
"GLCE",0
"KIF23",9
"LARP6",8
"LRRC49",0
"NOX5",9
"PAQR5",3
"RPLP1",7
"SPESP1",0
"THAP10",0
"THSD4",0
"TLE3",16
"UACA",11
"TMEM144",2
"STARD3NL",0
"GAS1",9
"AK7",0
"ATXN3",28
"BDKRB1",19
"BDKRB2",28
"CALM1",48
"CPSF2",1
"FUT8",16
"GSKIP",24
"KCNK13",0
"NDUFB1",1
"NRDE2",18
"PAPOLA",0
"PPP4R4",5
"PSMC1",4
"RPS6KA5",22
"SERPINA10",16
"TDP1",0
"TRIP11",17
"TTC7B",1
"CD40LG",82
"AGMAT",0
"ARHGEF19",16
"CASP9",55
"CELA2A",26
"CELA2B",0
"CLCNKA",0
"CLCNKB",0
"CTRC",0
"DDI2",3
"DNAJC16",3
"EFHD2",3
"EPHA2",110
"FAM131C",0
"FBLIM1",4
"FHAD1",0
"HSPB7",3
"PLEKHM2",3
"PRAMEF10",0
"PRAMEF2",0
"PRAMEF4",0
"PRAMEF7",0
"RSC1A1",9
"SLC25A34",1
"SPEN",13
"TMEM51",0
"TMEM82",0
"ZBTB17",12
"GLIS2",13
"AKIRIN2",35
"ANKRD6",27
"BACH2",9
"C6orf163",0
"FUT9",14
"GJA10",5
"GJB7",2
"LYRM2",0
"MAP3K7",140
"MDN1",3
"ORC3",5
"RARS2",1
"SLC35A1",2
"SMIM8",0
"SPACA1",1
"CUL3",64
"IGFBP2",52
"IGFBP5",78
"IRS1",109
"RHBDD1",10
"RPL37A",2
"SMARCAL1",5
"SP140",0
"SP140L",0
"TMEM169",0
"TNP1",8
"XRCC5",68
"KSR2",12
"PEBP1",1
"RFC5",8
"VSIG10",1
"WSB2",0
"TPTE",0
"LRRN3",5
"NIN",20
"BAIAP2",50
"EPB41L4A",0
"NREP",15
"TMEM232",0
"STK32C",5
"CASK",31
"AKTIP",6
"RBL2",21
"AK1",0
"DPM2",2
"FAM102A",0
"LMX1B",4
"MVB12B",5
"PBX3",11
"PIP5KL1",14
"ST6GALNAC4",2
"ST6GALNAC6",2
"ZBTB34",2
"ZBTB43",2
"ANKRD63",0
"AVEN",14
"BAHD1",6
"BMF",26
"BUB1B",18
"C15orf62",19
"CHAC1",6
"CHRM5",4
"CHST14",3
"DISP2",0
"DLL4",81
"DNAJC17",0
"EIF2AK4",52
"GCHFR",2
"IVD",0
"KNSTRN",7
"PAK6",10
"PLCB2",8
"PPP1R14D",5
"RAD51",28
"RHOV",8
"RMDN3",0
"RPUSD2",1
"RYR3",9
"SPINT1",32
"SRP14",0
"VPS18",30
"ZFYVE19",16
"ARL4A",5
"SCIN",18
"TMEM106B",7
"VWDE",0
"FAM120A",0
"FAM120AOS",0
"PHF2",15
"WNK2",15
"AMER2",8
"ATP8A2",35
"MTMR6",1
"PABPC3",0
"SHISA2",9
"ANO9",0
"B4GALNT4",0
"BET1L",3
"CDHR5",3
"DEAF1",19
"DRD4",27
"EPS8L2",13
"HRAS",123
"IFITM1",16
"IFITM2",9
"IFITM3",9
"IFITM5",9
"IRF7",37
"LRRC56",0
"MTNR1B",28
"NLRP6",49
"ODF3",0
"PHRF1",0
"PKP3",7
"PSMD13",0
"PTDSS2",0
"RASSF7",0
"RIC8A",9
"RNH1",6
"SCGB1C1",0
"SCT",35
"SIGIRR",13
"SIRT3",29
"SLC36A4",0
"SMCO4",0
"TALDO1",2
"TMEM80",0
"ADHFE1",0
"C8orf44",0
"CCDC25",2
"CHRNA2",5
"CLU",71
"EPHX2",2
"ESCO2",7
"MYBL1",6
"NPBWR1",0
"OPRK1",44
"PBK",35
"PCMTD1",3
"PTK2B",210
"RRS1",7
"SCARA3",4
"ST18",18
"VCPIP1",2
"YTHDF3",15
"SNURF",2
"AR",131
"ADRB1",19
"AFAP1L2",14
"SORCS1",0
"TDRD1",19
"VWA2",11
"ZNF239",2
"ZNF32",0
"ZNF485",2
"C22orf39",0
"CDC45",9
"CLDN5",43
"DGCR6",0
"HIRA",14
"MRPL40",0
"PRODH",10
"USP18",10
"SLC30A5",2
"ADAP1",1
"C1GALT1",11
"C7orf26",0
"C7orf50",0
"CCZ1B",0
"COL28A1",0
"COX19",0
"CYP2W1",3
"CYTH3",9
"DAGLB",8
"ELFN1",0
"FAM20C",32
"FAM220A",3
"GET4",1
"GPER1",130
"GPR146",0
"KDELR2",0
"MAFK",4
"MICALL2",13
"PDGFA",92
"PRKAR1B",27
"PSMG3",1
"RAC1",126
"RSPH10B2",0
"SUN1",12
"TMEM184A",0
"UNCX",7
"ZDHHC4",0
"ZFAND2A",6
"ZNF12",0
"ZNF853",0
"KIF26A",13
"PPP1R13B",6
"RD3L",0
"CIB3",0
"FAM32A",0
"HSH2D",13
"BPY2",0
"BPY2B",0
"BPY2C",0
"CDY1",8
"CDY1B",8
"CDY2A",6
"CDY2B",6
"DAZ1",3
"DAZ2",3
"DAZ3",3
"EIF1AY",0
"HSFY1",0
"HSFY2",0
"KDM5D",21
"PRY",0
"PRY2",0
"RBMY1A1",0
"RBMY1B",8
"RBMY1D",0
"RBMY1E",0
"RBMY1F",0
"RBMY1J",0
"RPS4Y2",0
"SBK1",5
"ANKRD45",0
"GPR52",7
"PRDX6",4
"SLC9C2",0
"NBPF14",0
"PPIAL4A",0
"PPIAL4D",0
"EDA2R",25
"HEPH",0
"VSIG4",37
"ATP6V1C2",9
"HPCAL1",0
"NOL10",1
"ODC1",3
"PDIA6",0
"TRIB2",34
"AOAH",4
"ARHGEF35",0
"ARHGEF5",40
"CASP2",63
"CLCN1",1
"CTAGE15",0
"CTAGE4",0
"CTAGE6",0
"CTAGE8",0
"EPHA1",49
"FAM131B",0
"GSTK1",0
"OR2A1",0
"OR2A12",0
"OR2A14",0
"OR2A2",0
"OR2A25",0
"OR2A42",0
"OR2A5",0
"OR2A7",0
"OR2F1",0
"OR2F2",0
"OR6B1",0
"OR6V1",0
"OR9A2",0
"PIP",11
"TAS2R39",0
"TAS2R40",0
"TAS2R60",0
"TMEM139",0
"TPK1",0
"ZYX",13
"ZNF100",0
"ZNF429",0
"ZNF43",2
"ZNF431",2
"ZNF493",2
"ZNF708",0
"ZNF738",0
"GRIN2B",23
"ATP8B1",5
"ALDH3B1",3
"NDUFS8",1
"TCIRG1",53
"UNC93B1",17
"MOXD1",0
"DCAF5",5
"RDH12",4
"ZFYVE26",5
"CXCL13",62
"FAM13A",3
"GPRIN3",0
"GRID2",22
"HERC3",0
"NAP1L5",1
"TIGD2",0
"ANKRD20A1",0
"CBWD3",0
"CBWD5",0
"FOXD4L3",0
"FOXD4L4",0
"FOXD4L5",0
"FOXD4L6",0
"PGM5",12
"SPATA31A7",0
"TMEM252",0
"CREM",7
"CUL2",10
"NRP1",206
"BFAR",3
"NOMO1",3
"NPIPA1",0
"NPIPA2",0
"PARN",33
"PLA2G10",45
"PEX26",3
"TUBA8",4
"PHKB",8
"GCLC",67
"PKD1L1",8
"HYDIN",3
"AP1B1",7
"BPIFC",0
"C22orf31",0
"CCDC117",3
"CHEK2",53
"EMID1",0
"EWSR1",1
"FBXO7",62
"GAS2L1",15
"HSCB",7
"KREMEN1",24
"NEFH",11
"RASL10A",6
"RFPL1",48
"RFPL3",18
"RFPL3S",0
"RHBDD3",17
"RTCB",6
"TTC28",2
"XBP1",138
"ZNRF3",18
"B3GNT3",0
"IFI30",4
"IL12RB1",92
"INSL3",31
"JAK3",118
"KCNN1",1
"MAST3",5
"MPV17L2",5
"PIK3R2",66
"RAB3A",34
"RPL18A",0
"SLC5A5",14
"ABCC12",0
"DDC",0
"FIGNL1",20
"ARHGEF7",31
"TEX29",0
"AANAT",25
"CARD14",15
"CYGB",16
"EIF4A3",24
"ENDOV",0
"FOXJ1",91
"PRCD",0
"PRPSAP1",1
"QRICH2",2
"RHBDF2",18
"RNF157",11
"RNF213",10
"RPL38",12
"SGSH",0
"SLC26A11",0
"SPHK1",77
"ST6GALNAC2",1
"TTYH2",0
"UBALD2",0
"UBE2O",9
"ATP7A",117
"PGAM4",7
"PGK1",19
"TAF9B",26
"PLEK",33
"ABCC1",15
"ABCC6",6
"NOMO3",3
"NPIPA5",0
"NTAN1",2
"PDXDC1",1
"RRN3",17
"XYLT1",7
"COPB2",0
"NCK1",83
"ALKBH4",3
"AP1S1",2
"CLDN15",3
"CUX1",9
"FIS1",43
"LRWD1",5
"MOGAT3",1
"MUC17",1
"MYL10",0
"NAT16",0
"ORAI2",0
"PLOD3",17
"POLR2J",1
"POLR2J2",1
"POLR2J3",1
"PRKRIP1",14
"RASA4",13
"RASA4B",12
"SERPINE1",86
"SH2B2",35
"SPDYE2",0
"SPDYE2B",0
"TRIM56",10
"VGF",28
"ZNHIT1",19
"DSCAM",46
"BCKDHB",8
"ELOVL4",2
"SH3BGRL2",0
"TTK",23
"ACRBP",1
"APOLD1",6
"ATN1",17
"C12orf57",18
"CD4",79
"CDCA3",2
"CDKN1B",118
"COPS7A",2
"CREBL2",22
"DDX47",3
"EMP1",1
"ENO2",7
"GNB3",28
"GPR162",0
"GPR19",0
"GPRC5A",26
"GPRC5D",6
"GSG1",0
"HEBP1",2
"ING4",26
"LAG3",42
"LPAR5",2
"LRRC23",0
"MLF2",0
"PHB2",115
"PIANP",0
"PTMS",2
"PTPN6",132
"PTPRO",54
"SPSB2",2
"TPI1",10
"USP5",6
"ZNF384",2
"ABCE1",5
"ANAPC10",3
"C4orf51",0
"LSM6",2
"MMAA",4
"OTUD4",24
"POU4F2",111
"SLC10A7",2
"SMAD1",79
"TTC29",0
"USP46",4
"ZNF827",5
"CSF2RB",17
"EFCAB6",0
"MPPED1",0
"SC5D",0
"TECTA",14
"DIRC1",0
"FAM171B",0
"ITGAV",50
"ZSWIM2",7
"VRK1",15
"PTGES3L",0
"PTGES3L-AARSD1",0
"RUNDC1",1
"SCUBE3",13
"C14orf28",0
"FSCB",5
"KLHL28",0
"C16orf95",0
"FBXO31",19
"MAP1LC3B",11
"ESYT2",6
"AGRN",19
"ATPAF1",0
"C1orf159",0
"CYP4B1",0
"DMBX1",3
"EFCAB14",0
"FAAH",1
"HES4",3
"ISG15",42
"KLHL17",2
"LRRC41",0
"LURAP1",4
"MAST2",6
"MKNK1",6
"MOB3C",6
"NOC2L",34
"NSUN4",1
"OR4F16",0
"OR4F29",0
"OR4F5",0
"PIK3R3",46
"PLEKHN1",8
"POMGNT1",8
"RAD54L",6
"RNF223",0
"SDF4",11
"TEX38",0
"TNFRSF18",22
"TNFRSF4",38
"TSPAN1",1
"TTLL10",0
"UQCRH",0
"ARSK",0
"FAM81B",0
"GLRX",2
"GPR150",1
"MCTP1",14
"RFESD",0
"RHOBTB3",12
"SPATA9",0
"TTC37",0
"TRIM35",5
"C2orf74",0
"MDH1",6
"PAPOLG",0
"PEX13",11
"PUS10",6
"REL",7
"CLDN4",26
"CLIP2",0
"EIF4H",1
"ELN",19
"LAT2",28
"LIMK1",56
"RFC2",8
"BAZ1B",23
"BCL7B",22
"DNAJC30",1
"FKBP6",10
"FZD9",39
"MLXIPL",48
"TBL2",14
"VPS37D",4
"CDC42EP2",22
"DPF2",30
"FRMD8",12
"POLA2",7
"TIGD3",0
"CDX4",12
"CHIC1",0
"DMRTC1",0
"DMRTC1B",0
"NAP1L2",8
"PABPC1L2A",0
"PABPC1L2B",0
"PHKA1",10
"NHS",9
"SCML1",2
"C10orf53",0
"C10orf71",3
"CHAT",0
"DRGX",7
"ERCC6",53
"FAM170B",2
"LRRC18",0
"OGDHL",3
"PARG",3
"SLC18A3",9
"VSTM4",19
"WDFY4",5
"FANCM",8
"FKBP3",0
"MIS18BP1",1
"PRPF39",0
"CRNKL1",1
"DZANK1",7
"FAM182B",0
"INSM1",36
"NAA20",1
"NANP",1
"POLR3F",9
"RBBP9",7
"RIN2",24
"SEC23B",1
"ZNF133",2
"ZNF337",2
"FAAH2",0
"ZXDA",2
"ZXDB",1
"ARL6IP5",28
"CNTN3",0
"EBLN2",0
"EOGT",0
"KBTBD8",7
"LMOD3",18
"PDZRN3",0
"PPP4R2",6
"SHQ1",3
"SUCLG2",4
"TMF1",45
"UBA3",1
"ADCY7",14
"BRD7",62
"CNEP1R1",3
"HEATR3",14
"ZNF423",15
"ATP6V0A4",4
"CALD1",4
"COPG2",0
"FEZF1",17
"KIAA1549",0
"KLF14",2
"MEST",1
"NUP205",2
"TMEM213",0
"TSGA13",0
"ZC3HAV1L",0
"FAM72C",0
"FAM72D",0
"NBPF9",0
"PDE4DIP",8
"PPIAL4C",0
"PPIAL4G",0
"ACTR2",23
"AFTPH",0
"CEP68",0
"LGALSL",0
"PELI1",62
"RAB1A",21
"SERTAD2",5
"SLC1A4",2
"SPRED2",38
"UGP2",9
"VPS54",40
"AQP3",31
"AQP7",3
"B4GALT1",21
"BAG1",3
"CHMP5",19
"DNAJA1",53
"NFX1",4
"NOL6",4
"SMU1",1
"SPINK4",0
"DNAJB12",0
"ARL8B",19
"CAV3",136
"EDEM1",9
"LMCD1",14
"OXTR",53
"SSUH2",1
"FRMD7",18
"HCFC1",21
"HS6ST2",0
"IGSF1",3
"LRCH2",0
"LUZP4",0
"MBNL3",1
"MECP2",160
"OPN1LW",11
"OPN1MW",11
"OPN1MW2",11
"OR13H1",0
"PLS3",2
"RAP2C",26
"RBMXL3",0
"TAF1",71
"TEX11",11
"TEX28",0
"TFDP3",22
"TMEM187",0
"USP26",19
"FOXF1",116
"CDH19",10
"DCC",21
"NDUFV2",4
"CT45A5",0
"CT45A6",0
"F9",6
"FGF13",42
"FHL1",26
"MAGEC2",6
"MAP7D3",0
"MCF2",11
"MMGT1",0
"SAGE1",1
"SLC9A6",9
"SOX3",11
"OR11H12",0
"ANAPC16",3
"ASCC1",4
"DDIT4",39
"CHRM1",20
"SLC22A10",0
"SLC22A24",0
"SLC22A25",0
"SLC22A6",13
"SLC22A8",1
"SLC3A2",9
"C2orf49",2
"FHL2",25
"GPR45",0
"TGFBRAP1",8
"ENO4",3
"ABCA1",36
"FKBP15",0
"FSD1L",0
"NIPSNAP3A",0
"NIPSNAP3B",0
"OR13C2",0
"OR13C3",0
"OR13C4",0
"OR13C5",0
"OR13C8",0
"OR13C9",0
"OR13D1",0
"OR13F1",0
"SLC31A1",5
"SLC31A2",0
"SLC44A1",1
"SMC2",8
"ZFP37",2
"AGAP5",3
"MYOZ1",21
"SYNPO2L",18
"ACSM1",4
"ACSM2A",2
"ACSM2B",1
"ACSM3",1
"ACSM5",3
"ANKS4B",0
"ARL6IP1",9
"CCP110",10
"CDR2",0
"CLEC19A",0
"COQ7",4
"CRYM",6
"DCUN1D3",30
"DNAH3",0
"ERI2",1
"GDE1",0
"GP2",7
"GPR139",0
"GPRC5B",42
"HS3ST2",0
"IGSF6",0
"IQCK",0
"ITPRIPL2",0
"KNOP1",0
"LYRM1",0
"METTL9",2
"NOMO2",0
"NPIPB3",0
"NPIPB5",0
"OTOA",2
"PDILT",1
"PDZD9",0
"POLR3E",3
"RPS15A",1
"SCNN1G",22
"SMG1",15
"THUMPD1",1
"TMC5",0
"TMC7",0
"UMOD",32
"UQCRC2",0
"USP31",0
"VWA3A",0
"ZP2",1
"C21orf62",0
"CLIC6",0
"CRYZL1",1
"DNAJC28",0
"DONSON",16
"GART",8
"IFNAR1",15
"IFNAR2",12
"IFNGR2",9
"IL10RB",15
"ITSN1",4
"KCNE1",36
"KCNE2",11
"MRPS6",0
"OLIG1",9
"OLIG2",30
"PAXBP1",7
"RCAN1",16
"SLC5A3",14
"SMIM11",0
"SON",2
"TMEM50B",0
"NBPF15",0
"BCL2",327
"HMSD",1
"KDSR",1
"ONECUT2",30
"SERPINB10",4
"SERPINB12",7
"SERPINB13",11
"SERPINB2",12
"SERPINB3",40
"SERPINB4",13
"SERPINB5",15
"SERPINB7",22
"SERPINB8",4
"VPS4B",43
"ADD1",29
"GRK4",8
"MFSD10",0
"NOP14",1
"ASPM",42
"LGR6",20
"PPP1R12B",3
"UBE2T",3
"ZBTB41",0
"ARHGAP35",53
"ARHGEF1",5
"ATP1A3",14
"AXL",121
"B3GNT8",0
"B9D2",0
"BBC3",31
"BCKDHA",0
"BSPH1",4
"C19orf48",0
"C5AR1",68
"C5AR2",35
"CABP5",0
"CARD8",49
"CCDC9",0
"CCDC97",0
"CD33",30
"CD79A",22
"CEACAM21",2
"CEACAM3",1
"CEACAM4",2
"CEACAM5",11
"CEACAM6",16
"CEACAM7",1
"CIC",2
"CRX",8
"CTU1",1
"DEDD2",11
"DMRTC2",4
"EHD2",13
"ELSPBP1",4
"ERF",2
"EXOSC5",8
"GRIK5",8
"GSK3A",175
"HNRNPUL1",0
"KLK1",1
"KLK10",0
"KLK11",0
"KLK12",0
"KLK13",0
"KLK14",5
"KLK15",0
"KLK2",0
"KLK3",13
"KLK4",3
"KLK5",14
"KLK6",10
"KLK7",10
"KLK8",5
"KLK9",0
"KPTN",15
"LIG1",3
"LYPD4",3
"MEIS3",15
"NAPA",6
"NPAS1",1
"PLA2G4C",1
"POU2F2",2
"RABAC1",0
"RPS19",34
"SAE1",14
"SIGLEC7",0
"SIGLEC9",0
"SLC8A2",18
"SULT2A1",3
"TGFB1",349
"TMEM160",0
"TMEM91",1
"TPRX1",0
"ZC3H4",5
"ZNF114",0
"ZNF526",0
"ZNF574",2
"CHD6",5
"EFNA5",85
"ABT1",4
"BTN1A1",8
"BTN2A1",8
"BTN2A2",79
"BTN3A1",18
"BTN3A2",14
"BTN3A3",11
"HFE",87
"HMGN4",4
"TRIM38",27
"ZNF322",4
"GRHL3",39
"NCMAP",12
"NIPAL3",0
"RCAN3",3
"STPG1",7
"DAGLA",4
"FADS1",7
"FADS2",0
"FEN1",14
"MYRF",20
"SYT7",32
"TMEM258",1
"ANKS1B",3
"FAM71C",0
"UHRF1BP1L",0
"WDR72",3
"TP53TG3",0
"TP53TG3B",0
"TP53TG3C",0
"TP53TG3D",0
"ZNF267",2
"ZNF720",0
"IL18R1",50
"IL18RAP",28
"IL1RL1",29
"MFSD9",0
"SLC9A2",0
"SLC9A4",5
"TMEM182",10
"AADAC",6
"AADACL2",0
"CLRN1",26
"EIF2A",6
"GPR171",4
"MBNL1",9
"P2RY1",51
"PFN2",35
"SERP1",30
"SIAH2",29
"SUCNR1",20
"TSC22D2",0
"OR4N2",0
"POTEG",0
"POTEM",0
"ZFPM1",89
"ZNF469",0
"DUSP2",6
"AIM2",42
"CADM3",1
"FCER1A",23
"IFI16",65
"MNDA",37
"OR10J1",0
"OR10J3",0
"OR10X1",0
"OR10Z1",0
"OR6K2",0
"OR6K3",0
"OR6K6",0
"OR6N1",0
"OR6N2",0
"OR6P1",0
"PYHIN1",27
"SPTA1",35
"CCDC74A",0
"FAM168B",0
"GPR39",0
"LYPD1",4
"MZT2A",0
"PLEKHB2",0
"POTEE",5
"RAB3GAP1",35
"TUBA3D",3
"ZRANB3",10
"CRTAP",3
"DPH3",8
"FBXL2",31
"GALNT15",0
"GLB1",8
"NGLY1",0
"OXNAD1",0
"OXSM",0
"RARB",71
"RBMS3",7
"SATB1",3
"SLC6A1",12
"SLC6A11",1
"SUSD5",1
"TMPPE",0
"TOP2B",34
"UBE2E2",16
"C5orf51",0
"FBXO4",44
"AKNAD1",0
"FAM102B",0
"GPSM2",11
"HENMT1",3
"NBPF4",0
"NBPF6",0
"PRMT6",18
"PRPF38B",0
"SLC25A24",9
"STXBP3",47
"ABHD12B",0
"ACTR10",0
"AP5M1",0
"ARID4A",41
"ATG14",36
"ATL1",7
"BMP4",387
"C14orf39",6
"CDKN3",9
"CGRRF1",3
"CNIH1",0
"DACT1",58
"DHRS7",2
"DLGAP5",17
"EXOC5",7
"FBXO34",0
"GCH1",26
"GMFB",6
"KIAA0586",0
"KTN1",1
"LGALS3",85
"MAP4K5",3
"MAPK1IP1L",0
"NAA30",1
"OTX2",22
"PELI2",5
"PPM1A",43
"PSMA3",5
"PTGDR",22
"PTGER2",11
"PYGL",7
"SAMD4A",3
"SAV1",58
"SIX1",147
"SIX4",101
"SIX6",5
"SLC35F4",0
"SOCS4",30
"TBPL2",0
"TIMM9",0
"TMEM260",0
"TMX1",0
"TOMM20L",0
"TRIM9",0
"WDHD1",2
"ASPA",18
"ATP2A3",18
"CAMKK1",9
"CTNS",50
"EMC6",2
"ITGAE",6
"MIEF2",14
"OR1E2",0
"OR3A3",0
"P2RX1",25
"P2RX5",6
"PRPSAP2",3
"SHMT1",0
"SHPK",13
"SLC5A10",5
"SMCR8",44
"SPATA22",5
"TAX1BP3",9
"TOP3A",2
"TRPV1",35
"TRPV3",5
"ISX",0
"CCDC6",0
"FAM13C",0
"PHYHIPL",0
"SLC16A9",0
"ZNF487",2
"OR5M1",0
"OR5M10",0
"CD2BP2",1
"DCTPP1",3
"ITGAL",15
"MYLPF",0
"PHKG2",31
"PRR14",1
"SEPHS2",0
"SRCAP",10
"TBC1D10B",2
"ZNF48",2
"ZNF688",0
"ZNF689",5
"ZNF747",0
"ZNF764",14
"ZNF768",0
"ZNF771",0
"ZNF785",2
"CSGALNACT2",4
"RASGEF1A",7
"RET",104
"CORO1C",57
"FICD",2
"ISCU",2
"NOS1",29
"SART3",6
"SELPLG",10
"SSH1",24
"TMEM119",26
"LGALS12",2
"SLC22A9",2
"AKR1C4",6
"FAM107B",0
"KIN",2
"KL",24
"RFC3",8
"STARD13",30
"FDX1",13
"RDX",62
"ZC3H12C",0
"DGAT2L6",0
"IGBP1",20
"OTUD6A",0
"C1orf141",0
"DIRAS3",13
"GADD45A",66
"GNG12",7
"IL12RB2",11
"IL23R",129
"MIER1",11
"RPE65",28
"SERBP1",2
"SLC35D1",1
"WLS",38
"ATP10D",0
"CNGA1",2
"COMMD8",0
"CORIN",8
"COX7B2",0
"GABRA4",2
"GABRB1",7
"NFXL1",0
"NIPAL1",0
"TXK",43
"LRRFIP2",2
"AKAP13",30
"KLHL25",46
"AASS",3
"SYNE2",16
"ALPK3",14
"CCDC33",0
"CYP11A1",9
"FAH",0
"GOLGA6A",0
"ISLR",0
"ISLR2",24
"LOXL1",4
"NMB",18
"PDE8A",11
"PML",112
"SEC11A",0
"SLC28A1",1
"STOML1",2
"STRA6",54
"WDR73",0
"ZFAND6",5
"ZNF592",14
"ZSCAN2",0
"GNA13",57
"LRRC37A3",0
"RGS9",10
"STX18",8
"CIZ1",5
"COQ4",2
"DNM1",7
"GOLGA2",20
"LCN2",5
"NAIF1",4
"PTGES2",0
"SLC25A25",10
"SLC27A4",24
"SWI5",7
"TRUB2",1
"URM1",1
"CITED1",78
"CXCR3",13
"ERCC6L",2
"HDAC8",16
"ITGB1BP2",1
"MAGEE2",0
"NHSL2",0
"NONO",48
"OGT",86
"PIN4",1
"RPS4X",2
"ZMYM3",1
"ALDH1A2",77
"DLGAP4",5
"DSN1",6
"MYL9",14
"NDRG3",3
"SLA2",24
"TGIF2",13
"GTF3C1",3
"IL21R",8
"IL4R",123
"KDM8",13
"NSMCE1",8
"XPO6",5
"DEFA1B",24
"DEFA3",15
"PDCD10",76
"SERPINI2",4
"WDR49",0
"ACO2",3
"ARFGAP3",1
"BIK",16
"C22orf46",0
"CACNA1I",1
"CCDC134",7
"CENPM",0
"CHADL",4
"CSDC2",1
"CYP2D6",5
"DESI1",7
"DNAJB7",0
"EP300",190
"L3MBTL2",3
"MCAT",0
"MCHR1",2
"MEI1",0
"NAGA",1
"NDUFA6",1
"PACSIN2",16
"PARVB",9
"PARVG",6
"PHF5A",2
"PMM1",3
"PNPLA3",16
"PNPLA5",0
"POLR3H",1
"RANGAP1",24
"RBX1",46
"SAMM50",0
"SCUBE1",13
"SLC25A17",0
"SMDT1",0
"SREBF2",46
"ST13",2
"SULT4A1",1
"TEF",3
"TNFRSF13C",40
"TOB2",23
"TSPO",97
"TTLL1",7
"TTLL12",11
"WBP2NL",4
"XPNPEP3",0
"XRCC6",50
"ZC3H7B",5
"FBXO21",0
"FBXW8",22
"HRK",10
"TESC",32
"PCDH9",2
"ARHGAP15",4
"KYNU",6
"ARF3",4
"CACNB3",9
"CCDC65",0
"DDX23",1
"FKBP11",0
"RND1",10
"WNT1",145
"WNT10B",121
"IMPDH1",0
"LEP",249
"PRRT4",0
"RBM28",0
"PTPRJ",89
"CDHR2",6
"FGFR4",36
"GPRIN1",1
"HK3",9
"MXD3",4
"NSD1",23
"PRELID1",38
"RAB24",6
"SNCB",3
"TSPAN17",0
"UIMC1",22
"UNC5A",8
"ZNF346",1
"RYR2",40
"BAZ2B",1
"CD302",2
"ITGB6",38
"LY75",1
"LY75-CD302",0
"PLA2R1",28
"RBMS1",1
"TRIM67",11
"CYP2C18",3
"CYP2E1",1
"DPYSL4",0
"EXOC6",1
"FRG2B",0
"HELLS",27
"MTG1",4
"NOC3L",4
"PAOX",0
"PLCE1",35
"SPRN",5
"SYCE1",2
"TBC1D12",4
"CRYAA",9
"SIK1",39
"BLACE",0
"CNPY1",0
"DPP6",1
"EN2",6
"HTR5A",7
"INSIG1",36
"RBM33",0
"SHH",354
"SIAH3",4
"ALG5",4
"EXOSC8",4
"RFXAP",7
"SERTM1",0
"SMAD9",11
"SUPT20H",7
"KIF4B",3
"MRPL22",0
"NELL1",11
"PRMT3",13
"SLC6A5",0
"ADAMTSL3",0
"EFEMP1",27
"PNPT1",26
"RAD51AP2",0
"RHBDF1",11
"ANKRD34B",3
"ARSB",14
"ATG10",5
"BHMT",3
"BHMT2",0
"DHFR",22
"DMGDH",0
"FAM151B",0
"HOMER1",28
"LHFPL2",8
"MSH3",12
"MTX3",0
"OR4F3",0
"SERINC5",4
"SPZ1",0
"THBS4",46
"ZFYVE16",2
"C16orf78",0
"CBLN1",15
"ANG",57
"APEX1",13
"CCNB1IP1",4
"OR11G2",0
"OR11H4",0
"OR11H6",0
"OR4K1",0
"OR4K13",0
"OR4K14",0
"OR4K15",0
"OR4K17",0
"OR4K2",0
"OR4K5",0
"OR4L1",0
"OR4M1",0
"OR4N5",0
"OR4Q3",0
"OR6S1",0
"OSGEP",1
"PARP2",59
"PNP",48
"RNASE10",7
"RNASE11",0
"RNASE12",0
"RNASE4",0
"RNASE9",0
"TEP1",7
"TTC5",11
"C2orf66",0
"DNAH7",0
"GTF3C3",3
"HECW2",8
"PGAP1",10
"SLC39A10",41
"STK17B",8
"GRHPR",0
"ZBTB5",2
"ALG9",0
"ARHGAP20",7
"BCO2",5
"BTG4",3
"C11orf1",0
"C11orf52",0
"C11orf53",0
"COLCA2",0
"CRYAB",36
"DIXDC1",17
"DLAT",5
"FDXACB1",2
"HSPB2",3
"IL18",136
"LAYN",3
