"n_interactions","queryItem"
1,"CDC42EP4"
0,"CPSF4L"
0,"SNX11"
0,"C20orf173"
0,"CPNE1"
0,"DLGAP4"
2,"DSN1"
2,"EDEM2"
2,"EIF6"
0,"ERGIC3"
0,"FAM83C"
5,"GDF5"
0,"MMP24"
0,"MYH7B"
4,"MYL9"
1,"NDRG3"
0,"NFS1"
5,"PHF20"
0,"PROCR"
8,"RBL1"
0,"RBM12"
8,"RBM39"
0,"ROMO1"
0,"SCAND1"
2,"SLA2"
0,"SPAG4"
1,"TGIF2"
3,"TRPC4AP"
0,"UQCC1"
0,"BPIFA1"
0,"BPIFB1"
0,"BEND7"
0,"PHYH"
0,"PRPF18"
0,"SEPHS1"
0,"UCMA"
0,"GTF3C1"
0,"HS3ST4"
11,"IL21R"
11,"IL4R"
0,"KDM8"
0,"NSMCE1"
1,"XPO6"
1,"CRHR2"
0,"GGCT"
0,"INMT"
0,"CKAP4"
1,"NUAK1"
0,"TCP11L2"
0,"BPIFA2"
0,"BPIFA3"
0,"BPIFB2"
0,"BPIFB3"
0,"BPIFB6"
3,"MAPRE1"
0,"SUN5"
0,"AGPAT5"
19,"ANGPT2"
0,"DEFA1"
0,"DEFA1B"
0,"DEFA3"
0,"DEFA4"
0,"DEFA5"
0,"DEFA6"
2,"DEFB1"
0,"DEFB103B"
0,"DEFB104B"
0,"DEFB105B"
0,"DEFB106B"
0,"DEFB107B"
0,"DEFB4B"
0,"ERI1"
2,"MCPH1"
0,"PPP1R3B"
0,"SPAG11B"
0,"ZNF705G"
0,"GOLIM4"
1,"PDCD10"
0,"SERPINI1"
0,"SERPINI2"
0,"WDR49"
0,"ZBBX"
6,"MAML2"
1,"KCNJ12"
12,"MAP2K3"
0,"A4GALT"
2,"ACO2"
3,"ADSL"
0,"APOBEC3B"
1,"APOBEC3C"
0,"APOBEC3D"
1,"APOBEC3F"
1,"APOBEC3G"
2,"APOBEC3H"
0,"ARFGAP3"
3,"ARHGAP8"
15,"ATF4"
1,"ATXN10"
0,"BAIAP2L2"
2,"BIK"
0,"CACNA1I"
8,"CBX7"
0,"CCDC134"
0,"CDPF1"
0,"CELSR1"
2,"CENPM"
0,"CERK"
0,"CSDC2"
9,"CSNK1E"
0,"CYB5R3"
1,"CYP2D6"
0,"DESI1"
0,"DNAJB7"
0,"ENTHD1"
0,"FAM118A"
0,"FAM83F"
1,"FBLN1"
0,"GRAMD4"
21,"GRAP2"
4,"GTSE1"
0,"JOSD1"
1,"KCNJ4"
0,"KIAA0930"
3,"MAFF"
0,"MCAT"
2,"MCHR1"
0,"MEI1"
0,"MGAT3"
0,"MIEF1"
0,"NAGA"
1,"NDUFA6"
0,"NFAM1"
4,"NUP50"
1,"PACSIN2"
1,"PARVB"
0,"PARVG"
29,"PDGFB"
0,"PHF21B"
3,"PHF5A"
0,"PICK1"
0,"PKDREJ"
1,"PLA2G6"
0,"PMM1"
0,"PNPLA3"
0,"PNPLA5"
2,"POLDIP3"
5,"POLR2F"
0,"POLR3H"
9,"PPARA"
5,"PRR5"
0,"PRR5-ARHGAP8"
3,"RIBC2"
4,"RPL3"
0,"RPS19BP1"
1,"RRP7A"
0,"SAMM50"
0,"SCUBE1"
0,"SERHL2"
1,"SGSM3"
0,"SLC16A8"
0,"SLC25A17"
1,"SMC1B"
0,"SMDT1"
9,"SOX10"
3,"SREBF2"
1,"ST13"
0,"SULT4A1"
0,"SYNGR1"
11,"TAB1"
0,"TBC1D22A"
1,"TCF20"
0,"TEF"
0,"TMEM184B"
7,"TNFRSF13C"
1,"TOB2"
0,"TOMM22"
0,"TRMU"
1,"TSPO"
0,"TTC38"
0,"TTLL1"
0,"TTLL12"
0,"UPK3A"
0,"WBP2NL"
3,"WNT7B"
10,"XRCC6"
1,"ZC3H7B"
0,"FBXO21"
4,"FBXW8"
2,"HRK"
0,"TESC"
0,"ANAPC15"
0,"LRTOMT"
0,"FGF14"
0,"PCDH9"
0,"ARHGAP15"
0,"KYNU"
0,"ACTL10"
0,"BLCAP"
0,"BPI"
0,"C20orf144"
2,"CBFA2T2"
0,"CDK5RAP1"
0,"CHMP4B"
5,"CTNNBL1"
39,"E2F1"
4,"GHRH"
0,"KIAA1755"
0,"LBP"
0,"MANBAL"
0,"NECAB3"
2,"NNAT"
0,"PXMP4"
0,"RPN2"
0,"SCP2D1"
1,"SNTA1"
102,"SRC"
1,"TGM2"
0,"VSTM2L"
0,"ZNF341"
4,"ASF1A"
0,"CEP85L"
7,"GJA1"
1,"MCM9"
2,"PLN"
1,"ARF3"
1,"CACNB3"
0,"CCDC65"
2,"DDX23"
0,"FKBP11"
3,"RND1"
6,"WNT1"
4,"WNT10B"
0,"ATP6V1F"
2,"CALU"
0,"CCDC136"
0,"FAM71F1"
0,"FAM71F2"
6,"FLNC"
0,"HILPDA"
2,"IMPDH1"
4,"IRF5"
23,"LEP"
0,"METTL2B"
0,"OPN1SW"
0,"PRRT4"
0,"RBM28"
4,"TNPO3"
0,"C17orf67"
2,"DGKE"
0,"SCPEP1"
9,"CREB3L1"
2,"DGKZ"
7,"PTPRJ"
0,"CDHR2"
27,"FGFR4"
0,"GPRIN1"
2,"HK3"
0,"MXD3"
4,"NSD1"
0,"PRELID1"
0,"RAB24"
0,"SNCB"
0,"TSPAN17"
1,"UIMC1"
2,"UNC5A"
1,"ZNF346"
0,"SLC39A11"
10,"SOX9"
2,"DCUN1D4"
0,"LRRC66"
0,"SGCB"
0,"SPATA18"
2,"ADORA2B"
0,"CCDC144A"
0,"CDRT1"
0,"CDRT4"
0,"CENPV"
3,"COPS3"
3,"FLCN"
1,"MPRIP"
30,"NCOR1"
2,"NT5M"
0,"PIGL"
0,"PLD6"
0,"PMP22"
0,"TBC1D26"
0,"TEKT3"
4,"TNFRSF13B"
0,"TRIM16"
1,"TRPV2"
0,"TTC19"
0,"TVP23C"
0,"TVP23C-CDRT4"
20,"UBB"
0,"ZNF286A"
0,"ZNF287"
0,"ZNF624"
0,"ZSWIM7"
0,"DUSP21"
0,"EFHC2"
2,"FUNDC1"
16,"KDM6A"
0,"ADIG"
1,"RALGAPB"
2,"RYR2"
0,"BAZ2B"
1,"CD302"
4,"ITGB6"
0,"LY75"
0,"LY75-CD302"
0,"PLA2R1"
1,"RBMS1"
0,"CDK18"
0,"CNTN2"
0,"DSTYK"
0,"ETNK2"
0,"GOLT1A"
0,"KISS1"
0,"KLHDC8A"
0,"LEMD1"
0,"LRRN2"
6,"MDM4"
0,"NFASC"
5,"PIK3C2B"
0,"PLEKHA6"
1,"PPP1R15B"
13,"RBBP5"
1,"REN"
0,"TMEM81"
0,"TRIM67"
0,"CYP2C18"
0,"CYP2C19"
0,"CYP2C8"
0,"CYP2C9"
8,"DOCK1"
0,"DPYSL4"
1,"EXOC6"
3,"HELLS"
0,"NOC3L"
1,"PDLIM1"
12,"PLCE1"
0,"TBC1D12"
0,"SPACA3"
0,"TMEM98"
0,"ATP9A"
0,"GTSF1L"
0,"IFT52"
2,"L3MBTL1"
8,"MYBL2"
11,"NFATC2"
4,"SGK2"
0,"CRYAA"
1,"SIK1"
0,"CAPS2"
0,"GLIPR1L1"
0,"KCNC2"
0,"ADAMTS16"
0,"ANO6"
0,"DBX2"
0,"NELL2"
2,"SCAF11"
0,"SLC38A1"
0,"ATG4A"
0,"MID2"
0,"MOSPD1"
11,"PHF6"
3,"PSMD10"
0,"TEX13B"
0,"VSIG1"
0,"CNPY1"
0,"DPP6"
0,"EN2"
2,"HTR5A"
0,"INSIG1"
0,"RBM33"
21,"SHH"
0,"SIAH3"
8,"BGLAP"
0,"C2CD4D"
3,"CCT3"
0,"CELF3"
0,"GPATCH4"
4,"IQGAP3"
0,"LINGO4"
4,"LMNA"
6,"MEF2D"
1,"MRPL9"
0,"OAZ3"
0,"PAQR6"
2,"PMF1"
1,"PMF1-BGLAP"
0,"RHBG"
0,"RIIAD1"
5,"RORC"
1,"S100A10"
0,"S100A11"
0,"SEMA4A"
0,"SLC25A44"
2,"SMG5"
0,"SNX27"
1,"TDRKH"
3,"THEM4"
0,"THEM5"
0,"TMEM79"
0,"TSACC"
0,"VHLL"
0,"CADM4"
0,"IRGQ"
0,"PINLYP"
3,"PLAUR"
0,"SRRM5"
3,"XRCC1"
0,"ZNF428"
0,"ZNF576"
0,"ALG5"
0,"CCDC169"
0,"CCDC169-SOHLH2"
9,"CCNA1"
0,"CRYL1"
4,"CSNK1A1L"
1,"DCLK1"
0,"EXOSC8"
1,"HSPH1"
1,"MAB21L1"
0,"MEDAG"
2,"NBEA"
3,"POSTN"
1,"RFXAP"
0,"SERTM1"
6,"SMAD9"
0,"SOHLH2"
3,"SUPT20H"
0,"TEX26"
0,"TRPC4"
1,"XPO4"
0,"BTNL8"
0,"KIF4B"
1,"MRPL22"
0,"NELL1"
0,"PRMT3"
0,"SLC6A5"
5,"CDC27"
0,"EFCAB13"
13,"ITGB3"
0,"MYL4"
0,"STXBP4"
0,"CCDC30"
0,"FOXJ3"
0,"GUCA2A"
0,"GUCA2B"
0,"PPCS"
1,"RIMKLA"
0,"ZMYND12"
0,"ADAMTSL3"
0,"COX11"
0,"DLX4"
1,"NME1-NME2"
1,"NME2"
0,"TOM1L1"
1,"EFEMP1"
0,"GEN1"
0,"KCNS3"
0,"MSGN1"
0,"NBAS"
1,"NT5C1B"
1,"NT5C1B-RDH14"
0,"PNPT1"
0,"RAD51AP2"
0,"RDH14"
1,"SCN1A"
2,"SMC6"
0,"SNTG2"
0,"VSNL1"
0,"RHBDF1"
0,"FAM217B"
0,"ACOT12"
0,"ANKRD34B"
0,"ARSB"
0,"ATG10"
0,"BHMT"
0,"BHMT2"
0,"BTNL3"
0,"BTNL9"
0,"CKMT2"
2,"CNOT6"
2,"DHFR"
0,"DMGDH"
0,"FAM151B"
18,"FLT4"
0,"HOMER1"
0,"LHFPL2"
0,"MGAT1"
0,"MSH3"
0,"MTX3"
0,"OR2V1"
0,"OR2V2"
0,"OR2Y1"
0,"OR4F3"
8,"RASGRF2"
0,"SCGB3A1"
0,"SERINC5"
0,"SPZ1"
2,"SSBP2"
0,"THBS4"
0,"TRIM41"
0,"TRIM52"
0,"TRIM7"
0,"ZCCHC9"
0,"ZFP62"
0,"ZFYVE16"
0,"C16orf78"
0,"CBLN1"
0,"ERV3-1"
0,"VKORC1L1"
0,"ZNF107"
3,"ZNF117"
0,"ZNF138"
0,"ZNF273"
0,"ZNF679"
0,"ZNF680"
0,"ZNF92"
4,"IRAK4"
0,"PUS7L"
0,"TMEM117"
1,"TWF1"
0,"ANG"
7,"APEX1"
0,"ARHGEF40"
1,"CCNB1IP1"
6,"CHD8"
0,"EDDM3A"
0,"EDDM3B"
19,"HNRNPC"
0,"METTL17"
5,"METTL3"
1,"NDRG2"
0,"OR11G2"
0,"OR11H4"
0,"OR11H6"
0,"OR4K1"
0,"OR4K13"
0,"OR4K14"
0,"OR4K15"
1,"OR4K17"
0,"OR4K2"
0,"OR4K5"
0,"OR4L1"
0,"OR4M1"
0,"OR4N5"
0,"OR4Q3"
0,"OR5AU1"
0,"OR6S1"
0,"OSGEP"
3,"PARP2"
1,"PNP"
0,"RAB2B"
0,"RNASE1"
0,"RNASE10"
0,"RNASE11"
0,"RNASE12"
0,"RNASE13"
0,"RNASE2"
0,"RNASE3"
0,"RNASE4"
0,"RNASE6"
0,"RNASE7"
0,"RNASE8"
0,"RNASE9"
0,"RPGRIP1"
0,"SLC39A2"
6,"SUPT16H"
3,"TEP1"
0,"TOX4"
0,"TPPP2"
1,"TTC5"
3,"ZNF219"
0,"ZNF726"
0,"ZNF730"
0,"ZNF91"
0,"AMZ2"
0,"ASB16"
3,"ATXN7L3"
0,"CD300LG"
2,"DUSP3"
0,"FAM20A"
2,"G6PC3"
9,"HDAC5"
1,"LSM12"
0,"MPP2"
1,"MPP3"
1,"NAGS"
0,"PITPNC1"
1,"PPY"
5,"PRKAR1A"
0,"PYY"
0,"SLC16A6"
4,"SOST"
0,"TMEM101"
0,"TMUB2"
5,"UBTF"
6,"ATF1"
1,"BIN2"
0,"CSRNP2"
0,"DAZAP2"
0,"HIGD1C"
1,"LARP4"
0,"LETMD1"
0,"METTL7A"
0,"POU6F1"
0,"SLC11A2"
0,"SMAGP"
0,"TFCP2"
0,"TMPRSS12"
0,"ANKRD44"
0,"C2orf42"
0,"C2orf66"
0,"COQ10B"
0,"DNAH7"
0,"FAM136A"
0,"GTF3C3"
0,"HECW2"
2,"HSPD1"
1,"HSPE1"
0,"HSPE1-MOB4"
0,"MOB4"
0,"PCYOX1"
0,"PGAP1"
0,"RFTN2"
7,"SF3B1"
0,"SLC39A10"
5,"SNRPG"
0,"STK17B"
7,"TIA1"
3,"NME1"
1,"SPAG9"
0,"GRHPR"
0,"ZBTB5"
0,"ZCCHC7"
0,"ALG9"
1,"ARHGAP20"
0,"BCO2"
0,"BTG4"
0,"C11orf1"
0,"C11orf52"
0,"C11orf53"
0,"COLCA2"
2,"CRYAB"
0,"DIXDC1"
4,"DLAT"
0,"FDXACB1"
8,"HSPB2"
5,"IL18"
0,"LAYN"
0,"PIH1D2"
7,"POU2AF1"
12,"PPP2R1B"
2,"PTS"
3,"SDHD"
3,"SIK2"
0,"TEX12"
0,"TIMM8B"
3,"MED10"
3,"NSUN2"
2,"SRD5A1"
0,"UBE2QL1"
0,"HSPA13"
10,"NRIP1"
0,"SAMSN1"
2,"USP25"
6,"LAMTOR5"
0,"PROK1"
1,"SLC16A4"
0,"CCDC82"
0,"CEP57"
1,"MTMR2"
3,"DIAPH2"
0,"B4GALT6"
0,"DSC1"
0,"DSC2"
0,"DSG1"
1,"DSG2"
0,"DSG3"
0,"DSG4"
0,"SLC25A52"
0,"TRAPPC8"
0,"TTR"
0,"MS4A4E"
0,"MS4A6A"
0,"PPP1R32"
0,"SDHAF2"
4,"JMJD6"
0,"MXRA7"
0,"ST6GALNAC1"
1,"GALP"
1,"LAIR1"
1,"LILRA4"
0,"NLRP13"
0,"NLRP4"
0,"NLRP5"
0,"NLRP8"
0,"TTYH1"
1,"ZNF444"
0,"ZNF525"
0,"ZNF765"
0,"ZNF787"
0,"MSR1"
0,"CLIC4"
1,"CNR2"
0,"FUCA1"
0,"GALE"
1,"HMGCL"
4,"IFNLR1"
5,"IL22RA1"
0,"LDLRAP1"
0,"LYPLA2"
0,"MAN1C1"
0,"MYOM3"
0,"PITHD1"
0,"PNRC2"
1,"RHCE"
3,"RHD"
6,"RPL11"
16,"RUNX3"
7,"SRRM1"
6,"SRSF10"
3,"SYF2"
0,"TMEM50A"
0,"ABHD17C"
0,"AP3B2"
0,"ARHGAP11B"
3,"ARNT2"
0,"BNC1"
1,"BTBD1"
0,"C15orf40"
5,"CPEB1"
0,"FSD2"
0,"GOLGA6L10"
0,"HOMER2"
1,"IL16"
1,"MEX3B"
2,"RPS17"
6,"SH3GL3"
0,"STARD5"
0,"TM6SF1"
0,"TMC3"
2,"WHAMM"
0,"CLUAP1"
71,"CREBBP"
0,"DNASE1"
0,"NAA60"
0,"TRAP1"
0,"ZNF597"
0,"GGT5"
0,"KIAA1671"
1,"MN1"
0,"PITPNB"
0,"PIWIL3"
1,"SGSM1"
0,"TMEM211"
2,"ACVR2B"
5,"CCR8"
0,"CSRNP1"
8,"CX3CR1"
0,"EXOG"
0,"GORASP1"
0,"MOBP"
3,"RPSA"
0,"SCN10A"
2,"SCN5A"
0,"SLC25A38"
0,"TTC21A"
0,"WDR48"
0,"XIRP1"
0,"BEND6"
0,"COL19A1"
0,"KIAA1586"
0,"ZNF451"
0,"ERVV-1"
0,"MYADM"
1,"NLRP12"
19,"PRKCG"
0,"VN1R2"
0,"VN1R4"
0,"ZNF160"
0,"ZNF28"
0,"ZNF320"
0,"ZNF321P"
0,"ZNF331"
0,"ZNF347"
0,"ZNF415"
0,"ZNF468"
0,"ZNF528"
0,"ZNF534"
0,"ZNF578"
0,"ZNF600"
0,"ZNF610"
0,"ZNF611"
0,"ZNF665"
0,"ZNF677"
0,"ZNF701"
0,"ZNF808"
0,"ZNF813"
0,"ZNF816"
3,"ZNF83"
0,"ZNF880"
0,"AAR2"
0,"CNBD2"
0,"EPB41L1"
2,"AMHR2"
1,"ANAPC5"
5,"APAF1"
1,"CIT"
2,"COL2A1"
0,"CRADD"
1,"CRY1"
0,"DAO"
15,"DCN"
2,"DTX1"
1,"EEA1"
8,"EP400"
0,"FAIM2"
0,"FAM186A"
0,"FBRSL1"
0,"GALNT9"
0,"GLT1D1"
0,"GTSF1"
0,"GXYLT1"
0,"HOXC12"
0,"HOXC13"
50,"IGF1"
2,"IKBIP"
1,"IL31"
7,"ITGA5"
0,"MGAT4C"
1,"MMP17"
0,"MRPL42"
22,"NCOR2"
0,"NDUFA12"
0,"P2RX2"
0,"PITPNM2"
0,"PLXNC1"
4,"POLE"
1,"POLR3B"
2,"PRPF40B"
73,"PTPN11"
0,"RAB35"
0,"RASSF9"
0,"RFX4"
2,"RIC8B"
0,"RIMBP2"
6,"RNF41"
0,"SBNO1"
6,"SCARB1"
0,"SDS"
0,"SIRT4"
0,"SLC25A3"
0,"SLC41A2"
14,"SOCS2"
26,"SP1"
0,"SPATS2"
3,"SUDS3"
0,"SVOP"
7,"TBX3"
0,"TMED2"
0,"TMEM132D"
5,"ULK1"
0,"C2orf83"
5,"CCL20"
0,"DAW1"
0,"PID1"
0,"SLC19A3"
0,"SPHKAP"
0,"ANKAR"
0,"ASNSD1"
0,"MYO1B"
1,"TMEFF2"
0,"AGPAT3"
0,"CSTB"
0,"HSF2BP"
0,"PDXK"
2,"RRP1"
0,"RRP1B"
0,"ACAD11"
1,"ACKR4"
6,"AGTR1"
0,"ANKUB1"
1,"ARHGEF26"
0,"BFSP2"
0,"C3orf33"
0,"CDV3"
0,"CHST2"
0,"COMMD2"
0,"CP"
1,"CPA3"
0,"CPB1"
0,"CPNE4"
1,"DHX36"
0,"DNAJC13"
0,"EEFSEC"
3,"GMPS"
0,"GPR149"
0,"GYG1"
1,"HLTF"
0,"HPS3"
0,"KCNAB1"
9,"MME"
0,"NPHP3"
0,"PAQR9"
1,"PCOLCE2"
0,"PLCH1"
0,"PLS1"
0,"RNF13"
0,"SLC33A1"
0,"SLC9A9"
0,"TM4SF1"
0,"TM4SF18"
0,"TM4SF4"
0,"TMEM108"
3,"TOPBP1"
3,"TRPC1"
3,"U2SURP"
0,"UBA5"
3,"WWTR1"
1,"PDE4D"
0,"FKBP1C"
1,"ACTR3C"
0,"AGBL3"
1,"AHCYL2"
0,"AKR1B1"
0,"AKR1B10"
0,"ARF5"
0,"BPGM"
0,"CHCHD3"
0,"CLEC2L"
3,"CNOT4"
0,"FSCN3"
0,"GCC1"
0,"GIMAP4"
0,"GIMAP6"
0,"GIMAP7"
0,"GIMAP8"
0,"GPR37"
1,"GRM8"
6,"HIPK2"
0,"HYAL4"
0,"KLHDC10"
0,"KLRG2"
0,"LMOD2"
0,"LRGUK"
0,"LRRC4"
0,"LRRC61"
2,"LUC7L2"
2,"MKRN1"
0,"NDUFA5"
1,"NRF1"
0,"PAX4"
5,"PLXNA4"
2,"PODXL"
2,"POT1"
0,"RAB19"
0,"RARRES2"
0,"REPIN1"
0,"SLC13A1"
0,"SLC35B4"
0,"SLC37A3"
1,"SMKR1"
4,"SMO"
4,"SND1"
1,"SPAM1"
1,"STRA8"
0,"STRIP2"
0,"TAS2R16"
0,"TMEM140"
0,"TMEM229A"
2,"TSPAN33"
0,"TTC26"
0,"UBE2H"
0,"UBN2"
11,"WASL"
0,"WDR91"
0,"ZBED6CL"
0,"ZC3HAV1"
0,"ZC3HC1"
0,"ZNF775"
0,"AGTPBP1"
1,"ASPN"
0,"BARX1"
1,"BICD2"
1,"CENPP"
5,"CKS2"
0,"ECM2"
1,"FGD3"
0,"FKTN"
0,"IPPK"
0,"MSANTD3"
0,"MSANTD3-TMEFF1"
0,"NINJ1"
1,"NOL8"
24,"NTRK2"
0,"OGN"
0,"OMD"
0,"PTPDC1"
0,"RASEF"
0,"SECISBP2"
3,"SEMA4D"
0,"SLC28A3"
0,"SPATA31D1"
0,"SUSD3"
3,"TAL2"
10,"TLE1"
7,"TLE4"
0,"TMEFF1"
0,"TMEM38B"
0,"ZNF169"
0,"ZNF484"
0,"SEL1L2"
3,"CDC16"
0,"CHAMP1"
5,"DIAPH3"
48,"FOXO1"
3,"GTF2F2"
0,"KCTD4"
1,"KPNA3"
0,"RNF17"
0,"SCEL"
0,"SLAIN1"
0,"SLITRK5"
1,"TDRD3"
1,"UPF3A"
0,"VWA8"
0,"CUEDC1"
1,"DYNLL2"
0,"EPX"
0,"LPO"
0,"MKS1"
0,"MRPS23"
0,"NOL11"
20,"SRSF1"
0,"VEZF1"
0,"DHX35"
2,"FAM83D"
0,"PPP1R3D"
0,"BCAR3"
0,"LMX1A"
0,"SPSB1"
1,"ADARB2"
0,"ARL5B"
1,"CACNB2"
0,"DIP2C"
0,"GPR158"
0,"MKX"
0,"NSUN6"
0,"TUBB8"
2,"ZMYND11"
0,"ART1"
0,"ART5"
0,"CHRNA10"
14,"NUP98"
0,"PGAP2"
7,"RHOG"
2,"RRM1"
0,"STIM1"
3,"CWC22"
2,"GDF7"
0,"HS1BP3"
0,"SESTD1"
0,"UBE2E3"
0,"ZNF385B"
0,"ABTB1"
6,"ADCY5"
0,"ADPRH"
1,"ALDH1L1"
0,"ALG1L"
2,"ARHGAP31"
3,"ARHGEF3"
0,"ARL6"
0,"B4GALT4"
0,"C3orf22"
3,"CASR"
0,"CCDC14"
0,"CCDC66"
14,"CD80"
15,"CD86"
0,"CHCHD6"
1,"CHST13"
0,"COX17"
0,"CSTA"
2,"DTX3L"
3,"EAF2"
1,"EPHA6"
1,"ERC2"
0,"FAM162A"
1,"FBXO40"
0,"FSTL1"
1,"GOLGB1"
0,"GPR156"
44,"GSK3B"
2,"GTF2E1"
15,"HCLS1"
0,"HGD"
0,"HSPBAP1"
0,"IGSF11"
1,"IL17RD"
0,"ILDR1"
0,"IQCB1"
3,"ITGB5"
3,"KALRN"
0,"KLF15"
5,"KPNA1"
0,"LRRC58"
0,"LSAMP"
8,"MCM2"
1,"MGLL"
2,"MUC13"
2,"MYLK"
0,"NDUFB4"
1,"NR1I2"
0,"OSBPL11"
1,"PARP14"
0,"PARP15"
0,"PARP9"
1,"PDIA5"
0,"PLA1A"
6,"PLXNA1"
0,"PODXL2"
1,"POGLUT1"
2,"POLQ"
0,"POPDC2"
0,"RABL3"
0,"ROPN1"
0,"ROPN1B"
0,"SEC22A"
0,"SEMA5B"
0,"SLC12A8"
0,"SLC15A2"
0,"SLC41A3"
0,"SNX4"
0,"SPATA12"
0,"STXBP5L"
1,"TIMMDC1"
0,"TMEM39A"
0,"TPRA1"
0,"TXNRD3"
3,"UMPS"
0,"UPK1B"
0,"UROC1"
3,"WDR5B"
2,"ZNF148"
0,"ZNF197"
0,"ZNF660"
0,"ZXDC"
29,"FGF9"
3,"IFT88"
3,"IL17D"
7,"LATS2"
0,"MICU2"
0,"SACS"
3,"SAP18"
0,"SGCG"
2,"SKA3"
0,"ZDHHC20"
0,"ALDH3A1"
0,"CDRT15L2"
4,"LGALS9"
4,"ULK2"
0,"ABHD8"
0,"ACP5"
0,"ANKLE1"
0,"ANO8"
0,"BABAM1"
0,"BST2"
0,"CCDC124"
0,"CNN1"
0,"CPAMD8"
3,"DDA1"
1,"DOCK6"
1,"ECSIT"
0,"ELAVL3"
0,"ELOF1"
18,"EPOR"
2,"F2RL3"
0,"GTPBP3"
0,"HAUS8"
0,"IER2"
0,"KANK2"
0,"LDLR"
1,"MRPL34"
0,"MVB12A"
1,"MYO9B"
0,"NR2F6"
0,"NWD1"
0,"NXNL1"
0,"OCEL1"
0,"PGLS"
0,"PLVAP"
1,"PRKCSH"
0,"RAB3D"
4,"RGL3"
5,"SIN3B"
0,"SLC27A1"
47,"SMARCA4"
2,"SPC24"
0,"STX10"
0,"SWSAP1"
0,"TMEM205"
0,"TMEM221"
2,"TNPO2"
0,"TSPAN16"
0,"USE1"
0,"USHBP1"
0,"YIPF2"
1,"ZNF44"
0,"ZNF440"
0,"ZNF441"
0,"ZNF442"
0,"ZNF490"
0,"ZNF491"
0,"ZNF563"
0,"ZNF564"
0,"ZNF627"
0,"ZNF653"
0,"ZNF714"
0,"ZNF791"
0,"ZNF823"
10,"LYL1"
2,"NACC1"
0,"NFIX"
0,"TRMT1"
0,"FOXD2"
0,"FOXE3"
1,"FAT4"
2,"SIM1"
0,"SLC16A10"
3,"AKAP11"
1,"CENPJ"
1,"DGKH"
0,"EPSTI1"
0,"FAM216B"
0,"KBTBD6"
0,"KBTBD7"
0,"MTRF1"
0,"NAA16"
1,"RGCC"
6,"TNFSF11"
2,"CHN1"
0,"CHRNA1"
0,"DLX1"
0,"DLX2"
1,"DYNC1I2"
0,"GPR155"
2,"HAT1"
0,"METAP1D"
0,"OLA1"
0,"SCRN3"
0,"SLC25A12"
3,"WIPF1"
0,"BRSK1"
1,"CACNG6"
1,"CACNG7"
1,"CACNG8"
1,"CCDC106"
1,"CDC42EP5"
3,"CNOT3"
0,"COX6B2"
0,"DNAAF3"
2,"EPN1"
0,"EPS8L1"
0,"FCAR"
1,"FIZ1"
8,"GP6"
2,"HSPBP1"
13,"IL11"
0,"ISOC2"
1,"KIR2DL1"
1,"KIR2DL3"
0,"KIR2DL4"
1,"KIR3DL1"
1,"KIR3DL2"
1,"KIR3DL3"
0,"LAIR2"
0,"LENG1"
0,"LENG8"
0,"LENG9"
1,"LILRA1"
1,"LILRA2"
1,"LILRA5"
1,"LILRA6"
2,"LILRB1"
3,"LILRB2"
1,"LILRB3"
1,"LILRB4"
1,"LILRB5"
0,"MBOAT7"
0,"NAT14"
4,"NCR1"
1,"NDUFA3"
0,"NLRP11"
0,"NLRP2"
0,"NLRP7"
0,"NLRP9"
1,"OSCAR"
1,"PEG3"
2,"PPP1R12C"
1,"PPP6R1"
4,"PRPF31"
0,"PTPRH"
0,"RDH13"
2,"RPL28"
3,"RPS9"
0,"SBK2"
0,"SHISA7"
0,"SMIM17"
0,"SSC5D"
0,"SYT5"
0,"TARM1"
3,"TFPT"
0,"TMC4"
0,"TMEM150B"
0,"TMEM190"
0,"TMEM238"
0,"TMEM86B"
1,"TNNI3"
0,"TNNT1"
0,"TSEN34"
9,"U2AF2"
3,"UBE2S"
0,"VSTM1"
0,"ZIM2"
0,"ZNF471"
0,"ZNF524"
0,"ZNF579"
0,"ZNF580"
0,"ZNF581"
0,"ZNF784"
0,"ZNF835"
0,"ZNF865"
22,"CXCL12"
4,"NR2F2"
0,"ADPRM"
0,"DNAH9"
9,"MAP2K4"
0,"MYH13"
0,"PIRT"
0,"RPRML"
0,"SHISA6"
0,"TMEM220"
4,"WNT3"
3,"WNT9B"
0,"ZNF18"
0,"ACYP2"
0,"AUP1"
0,"CHAC2"
4,"DOK1"
0,"DQX1"
1,"ERLEC1"
0,"GPR75"
4,"HTRA2"
1,"LOXL3"
0,"M1AP"
1,"PSME4"
2,"RTN4"
0,"SPTBN1"
0,"TSPYL6"
2,"ABCG2"
13,"AFF1"
1,"DMP1"
0,"FSTL5"
0,"HERC5"
0,"HERC6"
0,"HSD17B11"
0,"HSD17B13"
1,"IBSP"
0,"KLHL8"
1,"MEPE"
0,"NUDT9"
0,"PKD2"
0,"PPM1K"
0,"SPARCL1"
5,"SPP1"
5,"ABL2"
0,"ANGPTL1"
2,"APOBEC4"
2,"ARPC5"
1,"CACNA1E"
0,"COLGALT2"
15,"DHX9"
0,"FAM20B"
1,"GLUL"
2,"LAMC1"
1,"LAMC2"
7,"NCF2"
2,"NMNAT2"
0,"NPL"
0,"RALGPS2"
5,"RGL1"
1,"RGS16"
1,"RGS8"
0,"RGSL1"
